"Gene_ID" "Entrez_Gene_ID" "Gene_Symbol" "Protein_ID" "Product" "Chrom" "Start" "End" "length" "Strand" "Type" "Locus_Tag"
"2659" "Rv2597" 887679 "." "NP_217113.1" "membrane protein" "NC_000962.3" 2926355 2926975 620 "+" "protein_coding" "Rv2597"
"2660" "Rv2598" 887689 "." "NP_217114.1" "hypothetical protein" "NC_000962.3" 2926986 2927480 494 "+" "protein_coding" "Rv2598"
"2661" "Rv2599" 887832 "." "NP_217115.1" "membrane protein" "NC_000962.3" 2927477 2927908 431 "+" "protein_coding" "Rv2599"
"2662" "Rv2600" 887869 "." "NP_217116.1" "integral membrane protein" "NC_000962.3" 2927990 2928391 401 "+" "protein_coding" "Rv2600"
"2664" "Rv2601" 887676 "speE" "YP_177892.1" "spermidine synthase" "NC_000962.3" 2928388 2929959 1571 "+" "protein_coding" "Rv2601"
"2663" "Rv2601A" 3205108 "vapB41" "YP_177673.1" "antitoxin VapB41" "NC_000962.3" 2930070 2930357 287 "+" "protein_coding" "Rv2601A"
"2665" "Rv2602" 888186 "vapC41" "NP_217118.1" "ribonuclease VapC41" "NC_000962.3" 2930344 2930784 440 "+" "protein_coding" "Rv2602"
"2666" "Rv2603c" 887369 "." "NP_217119.1" "transcriptional regulator" "NC_000962.3" 2930805 2931560 755 "-" "protein_coding" "Rv2603c"
"2667" "Rv2604c" 887371 "snoP" "NP_217120.1" "glutamine amidotransferase SnoP" "NC_000962.3" 2931693 2932289 596 "-" "protein_coding" "Rv2604c"
"2668" "Rv2605c" 887588 "tesB2" "NP_217121.1" "acyl-CoA thioesterase II" "NC_000962.3" 2932297 2933142 845 "-" "protein_coding" "Rv2605c"
"2669" "Rv2606c" 888592 "snzP" "NP_217122.1" "pyridoxine biosynthesis protein" "NC_000962.3" 2933171 2934070 899 "-" "protein_coding" "Rv2606c"
"2670" "Rv2607" 888155 "pdxH" "NP_217123.1" "pyridoxine/pyridoxamine 5'-phosphate oxidase" "NC_000962.3" 2934198 2934872 674 "+" "protein_coding" "Rv2607"
"2671" "Rv2608" 888204 "PPE42" "YP_177893.1" "PPE family protein PPE42" "NC_000962.3" 2935046 2936788 1742 "+" "protein_coding" "Rv2608"
"2672" "Rv2609c" 888208 "." "NP_217125.1" "membrane protein" "NC_000962.3" 2936810 2937865 1055 "-" "protein_coding" "Rv2609c"
"2673" "Rv2610c" 888627 "pimA" "NP_217126.1" "alpha-(1-2)-phosphatidylinositol mannosyltransferase" "NC_000962.3" 2937865 2939001 1136 "-" "protein_coding" "Rv2610c"
"2674" "Rv2611c" 888618 "." "NP_217127.1" "phosphatidylinositol mannoside acyltransferase" "NC_000962.3" 2939012 2939962 950 "-" "protein_coding" "Rv2611c"
"2675" "Rv2612c" 888209 "pgsA1" "YP_177894.1" "CDP-diacylglycerol--inositol 3-phosphatidyltransferase" "NC_000962.3" 2939959 2940612 653 "-" "protein_coding" "Rv2612c"
"2676" "Rv2613c" 888193 "." "NP_217129.1" "AP-4-A phosphorylase" "NC_000962.3" 2940609 2941196 587 "-" "protein_coding" "Rv2613c"
"2678" "Rv2614A" 3205055 "." "YP_177674.1" "hypothetical protein" "NC_000962.3" 2943376 2943603 227 "+" "protein_coding" "Rv2614A"
"2677" "Rv2614c" 888211 "thrS" "NP_217130.1" "threonine--tRNA ligase" "NC_000962.3" 2941189 2943267 2078 "-" "protein_coding" "Rv2614c"
"2679" "Rv2615c" 888215 "PE_PGRS45" "YP_177895.1" "PE-PGRS family protein PE_PGRS45" "NC_000962.3" 2943600 2944985 1385 "-" "protein_coding" "Rv2615c"
"2680" "Rv2616" 887289 "." "NP_217132.1" "hypothetical protein" "NC_000962.3" 2945330 2945830 500 "+" "protein_coding" "Rv2616"
"2681" "Rv2617c" 888610 "." "NP_217133.1" "transmembrane protein" "NC_000962.3" 2945847 2946287 440 "-" "protein_coding" "Rv2617c"
"2682" "Rv2618" 887690 "." "NP_217134.1" "hypothetical protein" "NC_000962.3" 2946434 2947111 677 "+" "protein_coding" "Rv2618"
"2683" "Rv2619c" 888601 "." "NP_217135.1" "hypothetical protein" "NC_000962.3" 2947096 2947449 353 "-" "protein_coding" "Rv2619c"
"2684" "Rv2620c" 888497 "." "NP_217136.1" "transmembrane protein" "NC_000962.3" 2947462 2947887 425 "-" "protein_coding" "Rv2620c"
"2685" "Rv2621c" 888565 "." "NP_217137.1" "transcriptional regulator" "NC_000962.3" 2947884 2948558 674 "-" "protein_coding" "Rv2621c"
"2686" "Rv2622" 887825 "." "NP_217138.1" "methyltransferase" "NC_000962.3" 2948636 2949457 821 "+" "protein_coding" "Rv2622"
"2687" "Rv2623" 887442 "TB31.7" "NP_217139.1" "universal stress protein" "NC_000962.3" 2949593 2950486 893 "+" "protein_coding" "Rv2623"
"2688" "Rv2624c" 888939 "." "NP_217140.1" "universal stress protein" "NC_000962.3" 2950489 2951307 818 "-" "protein_coding" "Rv2624c"
"2689" "Rv2625c" 887692 "." "NP_217141.1" "zinc metalloprotease Rip3" "NC_000962.3" 2951322 2952503 1181 "-" "protein_coding" "Rv2625c"
"2690" "Rv2626c" 888576 "hrp1" "NP_217142.1" "hypoxic response protein" "NC_000962.3" 2952562 2952993 431 "-" "protein_coding" "Rv2626c"
"2691" "Rv2627c" 888568 "." "NP_217143.1" "hypothetical protein" "NC_000962.3" 2953507 2954748 1241 "-" "protein_coding" "Rv2627c"
"2692" "Rv2628" 888566 "." "NP_217144.1" "hypothetical protein" "NC_000962.3" 2955058 2955420 362 "+" "protein_coding" "Rv2628"
"2693" "Rv2629" 888588 "." "NP_217145.1" "hypothetical protein" "NC_000962.3" 2955767 2956891 1124 "+" "protein_coding" "Rv2629"
"2694" "Rv2630" 887426 "." "NP_217146.1" "hypothetical protein" "NC_000962.3" 2956893 2957432 539 "+" "protein_coding" "Rv2630"
"2695" "Rv2631" 887431 "." "NP_217147.2" "RNA-splicing ligase RtcB" "NC_000962.3" 2957572 2958870 1298 "+" "protein_coding" "Rv2631"
"2696" "Rv2632c" 887231 "." "NP_217148.1" "hypothetical protein" "NC_000962.3" 2958909 2959190 281 "-" "protein_coding" "Rv2632c"
"2697" "Rv2633c" 888597 "." "NP_217149.1" "hypothetical protein" "NC_000962.3" 2959335 2959820 485 "-" "protein_coding" "Rv2633c"
"2698" "Rv2634c" 888573 "PE_PGRS46" "YP_177896.1" "PE-PGRS family protein PE_PGRS46" "NC_000962.3" 2960105 2962441 2336 "-" "protein_coding" "Rv2634c"
"2699" "Rv2635" 887813 "." "NP_217151.1" "hypothetical protein" "NC_000962.3" 2962470 2962712 242 "+" "protein_coding" "Rv2635"
"2700" "Rv2636" 888196 "." "NP_217152.1" "O-phosphotransferase" "NC_000962.3" 2962713 2963390 677 "+" "protein_coding" "Rv2636"
"2701" "Rv2637" 888616 "dedA" "NP_217153.1" "transmembrane protein DedA" "NC_000962.3" 2963586 2964242 656 "+" "protein_coding" "Rv2637"
"2702" "Rv2638" 888156 "." "NP_217154.1" "hypothetical protein" "NC_000962.3" 2964405 2964851 446 "+" "protein_coding" "Rv2638"
"2703" "Rv2639c" 887428 "." "NP_217155.1" "integral membrane protein" "NC_000962.3" 2965026 2965358 332 "-" "protein_coding" "Rv2639c"
"2704" "Rv2640c" 888594 "." "NP_217156.1" "ArsR family transcriptional regulator" "NC_000962.3" 2965478 2965837 359 "-" "protein_coding" "Rv2640c"
"2705" "Rv2641" 888629 "cadI" "NP_217157.1" "cadmium inducible protein CadI" "NC_000962.3" 2965939 2966397 458 "+" "protein_coding" "Rv2641"
"2706" "Rv2642" 887703 "." "NP_217158.1" "ArsR family transcriptional regulator" "NC_000962.3" 2966533 2966913 380 "+" "protein_coding" "Rv2642"
"2707" "Rv2643" 887674 "arsC" "NP_217159.1" "arsenic-transport integral membrane protein ArsC" "NC_000962.3" 2966910 2968406 1496 "+" "protein_coding" "Rv2643"
"2708" "Rv2644c" 887366 "." "NP_217160.1" "hypothetical protein" "NC_000962.3" 2968533 2968850 317 "-" "protein_coding" "Rv2644c"
"2709" "Rv2645" 887799 "." "NP_217161.1" "hypothetical protein" "NC_000962.3" 2970123 2970554 431 "+" "protein_coding" "Rv2645"
"2710" "Rv2646" 887706 "." "NP_217162.1" "integrase" "NC_000962.3" 2970551 2971549 998 "+" "protein_coding" "Rv2646"
"2711" "Rv2647" 885870 "." "NP_217163.2" "hypothetical protein" "NC_000962.3" 2971563 2972027 464 "+" "protein_coding" "Rv2647"
"2712" "Rv2650c" 887478 "." "NP_217166.1" "prophage protein" "NC_000962.3" 2973795 2975234 1439 "-" "protein_coding" "Rv2650c"
"2713" "Rv2651c" 887837 "." "NP_217167.1" "prophage protease" "NC_000962.3" 2975242 2975775 533 "-" "protein_coding" "Rv2651c"
"2714" "Rv2652c" 888577 "." "NP_217168.1" "prophage protein" "NC_000962.3" 2975928 2976554 626 "-" "protein_coding" "Rv2652c"
"2715" "Rv2653c" 887367 "." "NP_217169.1" "toxin" "NC_000962.3" 2976586 2976909 323 "-" "protein_coding" "Rv2653c"
"2716" "Rv2654c" 888154 "." "NP_217170.1" "antitoxin" "NC_000962.3" 2976989 2977234 245 "-" "protein_coding" "Rv2654c"
"2717" "Rv2655c" 887388 "." "NP_217171.1" "prophage protein" "NC_000962.3" 2977231 2978658 1427 "-" "protein_coding" "Rv2655c"
"2718" "Rv2656c" 888179 "." "NP_217172.1" "prophage protein" "NC_000962.3" 2978660 2979052 392 "-" "protein_coding" "Rv2656c"
"2719" "Rv2657c" 887399 "." "NP_217173.1" "prophage protein" "NC_000962.3" 2979049 2979309 260 "-" "protein_coding" "Rv2657c"
"2720" "Rv2658c" 888562 "." "NP_217174.1" "prophage protein" "NC_000962.3" 2979326 2979688 362 "-" "protein_coding" "Rv2658c"
"2721" "Rv2659c" 885098 "." "NP_217175.1" "prophage integrase" "NC_000962.3" 2979691 2980818 1127 "-" "protein_coding" "Rv2659c"
"2722" "Rv2660c" 887222 "." "NP_217176.1" "hypothetical protein" "NC_000962.3" 2980963 2981190 227 "-" "protein_coding" "Rv2660c"
"2723" "Rv2661c" 888545 "." "NP_217177.1" "hypothetical protein" "NC_000962.3" 2981187 2981576 389 "-" "protein_coding" "Rv2661c"
"2724" "Rv2662" 888589 "." "NP_217178.1" "hypothetical protein" "NC_000962.3" 2981482 2981754 272 "+" "protein_coding" "Rv2662"
"2725" "Rv2663" 888561 "." "NP_217179.1" "hypothetical protein" "NC_000962.3" 2981853 2982086 233 "+" "protein_coding" "Rv2663"
"2726" "Rv2664" 888501 "." "NP_217180.1" "hypothetical protein" "NC_000962.3" 2982097 2982351 254 "+" "protein_coding" "Rv2664"
"2727" "Rv2665" 887748 "." "NP_217181.1" "hypothetical protein" "NC_000962.3" 2982699 2982980 281 "+" "protein_coding" "Rv2665"
"2728" "Rv2667" 887415 "clpC2" "YP_177897.1" "ATP-dependent protease ATP-binding subunit ClpC" "NC_000962.3" 2983896 2984654 758 "+" "protein_coding" "Rv2667"
"2729" "Rv2668" 887993 "." "NP_217184.1" "hypothetical protein" "NC_000962.3" 2984733 2985254 521 "+" "protein_coding" "Rv2668"
"2730" "Rv2669" 887699 "." "NP_217185.1" "GCN5-like N-acetyltransferase" "NC_000962.3" 2985283 2985753 470 "+" "protein_coding" "Rv2669"
"2731" "Rv2670c" 887407 "." "NP_217186.1" "hypothetical protein" "NC_000962.3" 2985731 2986840 1109 "-" "protein_coding" "Rv2670c"
"2732" "Rv2671" 887389 "ribD" "NP_217187.1" "bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase" "NC_000962.3" 2986839 2987615 776 "+" "protein_coding" "Rv2671"
"2733" "Rv2672" 887398 "." "NP_217188.1" "protease" "NC_000962.3" 2987682 2989268 1586 "+" "protein_coding" "Rv2672"
"2734" "Rv2673" 887396 "aftC" "NP_217189.1" "alpha-(1->3)-arabinofuranosyltransferase" "NC_000962.3" 2989291 2990592 1301 "+" "protein_coding" "Rv2673"
"2735" "Rv2674" 886019 "msrB" "NP_217190.1" "peptide methionine sulfoxide reductase MsrB" "NC_000962.3" 2990706 2991116 410 "+" "protein_coding" "Rv2674"
"2736" "Rv2675c" 887760 "." "NP_217191.1" "hypothetical protein" "NC_000962.3" 2991184 2991936 752 "-" "protein_coding" "Rv2675c"
"2737" "Rv2676c" 887718 "." "NP_217192.1" "hypothetical protein" "NC_000962.3" 2991933 2992628 695 "-" "protein_coding" "Rv2676c"
"2738" "Rv2677c" 887711 "hemY" "YP_177675.1" "protoporphyrinogen oxidase" "NC_000962.3" 2992634 2993992 1358 "-" "protein_coding" "Rv2677c"
"2739" "Rv2678c" 888934 "hemE" "NP_217194.1" "uroporphyrinogen decarboxylase" "NC_000962.3" 2993989 2995062 1073 "-" "protein_coding" "Rv2678c"
"2740" "Rv2679" 887693 "echA15" "NP_217195.1" "enoyl-CoA hydratase EchA15" "NC_000962.3" 2995115 2995945 830 "+" "protein_coding" "Rv2679"
"2741" "Rv2680" 887734 "." "NP_217196.1" "hypothetical protein" "NC_000962.3" 2996105 2996737 632 "+" "protein_coding" "Rv2680"
"2742" "Rv2681" 887708 "." "NP_217197.1" "hypothetical protein" "NC_000962.3" 2996739 2998055 1316 "+" "protein_coding" "Rv2681"
"2743" "Rv2682c" 887461 "dxs1" "YP_177898.1" "1-deoxy-D-xylulose 5-phosphate synthase" "NC_000962.3" 2998052 2999968 1916 "-" "protein_coding" "Rv2682c"
"2744" "Rv2683" 887207 "." "NP_217199.1" "hypothetical protein" "NC_000962.3" 3000112 3000609 497 "+" "protein_coding" "Rv2683"
"2745" "Rv2684" 888366 "arsA" "NP_217200.1" "arsenic-transport integral membrane protein ArsA" "NC_000962.3" 3000614 3001903 1289 "+" "protein_coding" "Rv2684"
"2746" "Rv2685" 888150 "arsB1" "YP_177899.1" "arsenic-transport integral membrane protein ArsB" "NC_000962.3" 3001983 3003269 1286 "+" "protein_coding" "Rv2685"
"2747" "Rv2686c" 888360 "." "NP_217202.1" "antibiotic ABC transporter permease" "NC_000962.3" 3003280 3004038 758 "-" "protein_coding" "Rv2686c"
"2748" "Rv2687c" 888446 "." "NP_217203.1" "antibiotic ABC transporter permease" "NC_000962.3" 3004035 3004748 713 "-" "protein_coding" "Rv2687c"
"2749" "Rv2688c" 888463 "." "NP_217204.1" "antibiotic ABC transporter ATP-binding protein" "NC_000962.3" 3004745 3005650 905 "-" "protein_coding" "Rv2688c"
"2750" "Rv2689c" 887219 "." "NP_217205.1" "hypothetical protein" "NC_000962.3" 3005845 3007062 1217 "-" "protein_coding" "Rv2689c"
"2751" "Rv2690c" 888011 "." "NP_217206.1" "integral membrane protein" "NC_000962.3" 3007236 3009209 1973 "-" "protein_coding" "Rv2690c"
"2752" "Rv2691" 887250 "ceoB" "YP_177900.1" "TRK system potassium uptake protein CeoB" "NC_000962.3" 3009344 3010027 683 "+" "protein_coding" "Rv2691"
"2753" "Rv2692" 887493 "ceoC" "YP_177901.1" "TRK system potassium uptake protein CeoC" "NC_000962.3" 3010024 3010686 662 "+" "protein_coding" "Rv2692"
"2754" "Rv2693c" 887917 "." "NP_217209.1" "integral membrane protein" "NC_000962.3" 3010697 3011368 671 "-" "protein_coding" "Rv2693c"
"2755" "Rv2694c" 888911 "." "NP_217210.1" "hypothetical protein" "NC_000962.3" 3011399 3011767 368 "-" "protein_coding" "Rv2694c"
"2756" "Rv2695" 888223 "." "NP_217211.1" "hypothetical protein" "NC_000962.3" 3011916 3012623 707 "+" "protein_coding" "Rv2695"
"2757" "Rv2696c" 888482 "." "NP_217212.1" "hypothetical protein" "NC_000962.3" 3012829 3013608 779 "-" "protein_coding" "Rv2696c"
"2758" "Rv2697c" 887290 "dut" "NP_217213.1" "deoxyuridine 5'-triphosphate nucleotidohydrolase" "NC_000962.3" 3013683 3014147 464 "-" "protein_coding" "Rv2697c"
"2759" "Rv2698" 888528 "." "NP_217214.1" "transmembrane protein" "NC_000962.3" 3014173 3014658 485 "+" "protein_coding" "Rv2698"
"2760" "Rv2699c" 887218 "." "NP_217215.1" "hypothetical protein" "NC_000962.3" 3014663 3014965 302 "-" "protein_coding" "Rv2699c"
"2761" "Rv2700" 887405 "." "NP_217216.1" "hypothetical protein" "NC_000962.3" 3015203 3015853 650 "+" "protein_coding" "Rv2700"
"2762" "Rv2701c" 887210 "suhB" "NP_217217.1" "inositol-1-monophosphatase SuhB" "NC_000962.3" 3015863 3016735 872 "-" "protein_coding" "Rv2701c"
"2763" "Rv2702" 887313 "ppgK" "NP_217218.1" "polyphosphate glucokinase" "NC_000962.3" 3016858 3017655 797 "+" "protein_coding" "Rv2702"
"2764" "Rv2703" 887477 "sigA" "NP_217219.1" "RNA polymerase sigma factor SigA" "NC_000962.3" 3017835 3019421 1586 "+" "protein_coding" "Rv2703"
"2765" "Rv2704" 887675 "." "NP_217220.1" "hypothetical protein" "NC_000962.3" 3019458 3019886 428 "+" "protein_coding" "Rv2704"
"2766" "Rv2705c" 887302 "." "NP_217221.1" "hypothetical protein" "NC_000962.3" 3019814 3020203 389 "-" "protein_coding" "Rv2705c"
"2767" "Rv2706c" 887484 "." "NP_217222.1" "hypothetical protein" "NC_000962.3" 3020200 3020457 257 "-" "protein_coding" "Rv2706c"
"2768" "Rv2707" 887750 "." "NP_217223.1" "hypothetical protein" "NC_000962.3" 3020573 3021547 974 "+" "protein_coding" "Rv2707"
"2769" "Rv2708c" 887159 "." "NP_217224.1" "hypothetical protein" "NC_000962.3" 3021548 3021796 248 "-" "protein_coding" "Rv2708c"
"2770" "Rv2709" 887282 "." "NP_217225.1" "transmembrane protein" "NC_000962.3" 3021839 3022285 446 "+" "protein_coding" "Rv2709"
"2771" "Rv2710" 888580 "sigB" "NP_217226.1" "RNA polymerase sigma factor SigB" "NC_000962.3" 3022461 3023432 971 "+" "protein_coding" "Rv2710"
"2772" "Rv2711" 888590 "ideR" "NP_217227.1" "iron-dependent repressor and activator IdeR" "NC_000962.3" 3023565 3024257 692 "+" "protein_coding" "Rv2711"
"2773" "Rv2712c" 888586 "." "NP_217228.1" "hypothetical protein" "NC_000962.3" 3024270 3025328 1058 "-" "protein_coding" "Rv2712c"
"2774" "Rv2713" 887355 "sthA" "NP_217229.1" "pyridine nucleotide transhydrogenase" "NC_000962.3" 3025441 3026847 1406 "+" "protein_coding" "Rv2713"
"2775" "Rv2714" 887653 "." "NP_217230.1" "hypothetical protein" "NC_000962.3" 3027065 3028039 974 "+" "protein_coding" "Rv2714"
"2776" "Rv2715" 887974 "." "NP_217231.1" "hydrolase" "NC_000962.3" 3028098 3029123 1025 "+" "protein_coding" "Rv2715"
"2777" "Rv2716" 887775 "." "NP_217232.1" "hypothetical protein" "NC_000962.3" 3029172 3029858 686 "+" "protein_coding" "Rv2716"
"2778" "Rv2717c" 887284 "." "NP_217233.1" "hypothetical protein" "NC_000962.3" 3029867 3030361 494 "-" "protein_coding" "Rv2717c"
"2779" "Rv2718c" 887985 "nrdR" "NP_217234.1" "transcriptional regulator NrdR" "NC_000962.3" 3030413 3030877 464 "-" "protein_coding" "Rv2718c"
"2780" "Rv2719c" 887959 "." "NP_217235.1" "membrane protein" "NC_000962.3" 3031040 3031537 497 "-" "protein_coding" "Rv2719c"
"2781" "Rv2720" 888169 "lexA" "NP_217236.2" "repressor LexA" "NC_000962.3" 3031788 3032498 710 "+" "protein_coding" "Rv2720"
"2782" "Rv2721c" 888291 "." "NP_217237.1" "hypothetical protein" "NC_000962.3" 3032520 3034619 2099 "-" "protein_coding" "Rv2721c"
"2783" "Rv2722" 888399 "." "NP_217238.1" "hypothetical protein" "NC_000962.3" 3034635 3034883 248 "+" "protein_coding" "Rv2722"
"2784" "Rv2723" 887768 "." "NP_217239.1" "integral membrane protein" "NC_000962.3" 3034909 3036102 1193 "+" "protein_coding" "Rv2723"
"2785" "Rv2724c" 887866 "fadE20" "NP_217240.1" "acyl-CoA dehydrogenase FadE20" "NC_000962.3" 3036131 3037291 1160 "-" "protein_coding" "Rv2724c"
"2786" "Rv2725c" 888241 "hflX" "NP_217241.1" "GTP-binding protein HflX" "NC_000962.3" 3037427 3038914 1487 "-" "protein_coding" "Rv2725c"
"2787" "Rv2726c" 888614 "dapF" "NP_217242.1" "diaminopimelate epimerase" "NC_000962.3" 3038931 3039800 869 "-" "protein_coding" "Rv2726c"
"2788" "Rv2727c" 887242 "miaA" "NP_217243.1" "tRNA delta(2)-isopentenylpyrophosphate transferase" "NC_000962.3" 3039825 3040769 944 "-" "protein_coding" "Rv2727c"
"2789" "Rv2728c" 888330 "." "NP_217244.1" "hypothetical protein" "NC_000962.3" 3040766 3041461 695 "-" "protein_coding" "Rv2728c"
"2790" "Rv2729c" 888333 "." "NP_217245.1" "integral membrane protein" "NC_000962.3" 3041570 3042475 905 "-" "protein_coding" "Rv2729c"
"2791" "Rv2730" 888323 "." "NP_217246.1" "hypothetical protein" "NC_000962.3" 3042542 3043018 476 "+" "protein_coding" "Rv2730"
"2792" "Rv2731" 888300 "." "NP_217247.1" "hypothetical protein" "NC_000962.3" 3043026 3044378 1352 "+" "protein_coding" "Rv2731"
"2793" "Rv2732c" 888319 "." "NP_217248.1" "transmembrane protein" "NC_000962.3" 3044375 3044989 614 "-" "protein_coding" "Rv2732c"
"2794" "Rv2733c" 888266 "." "NP_217249.1" "(dimethylallyl)adenosine tRNA methylthiotransferase" "NC_000962.3" 3044986 3046524 1538 "-" "protein_coding" "Rv2733c"
"2795" "Rv2734" 888303 "." "NP_217250.1" "hypothetical protein" "NC_000962.3" 3046821 3047675 854 "+" "protein_coding" "Rv2734"
"2796" "Rv2735c" 888389 "." "NP_217251.1" "hypothetical protein" "NC_000962.3" 3047560 3048552 992 "-" "protein_coding" "Rv2735c"
"2797" "Rv2736c" 888393 "recX" "NP_217252.1" "regulatory protein RecX" "NC_000962.3" 3048562 3049086 524 "-" "protein_coding" "Rv2736c"
"2798" "Rv2737c" 888371 "recA" "NP_217253.1" "recombinase A" "NC_000962.3" 3049052 3051424 2372 "-" "protein_coding" "Rv2737c"
"2799" "Rv2738c" 888368 "." "NP_217254.1" "hypothetical protein" "NC_000962.3" 3051806 3052012 206 "-" "protein_coding" "Rv2738c"
"2800" "Rv2739c" 888363 "." "NP_217255.1" "transferase" "NC_000962.3" 3052023 3053189 1166 "-" "protein_coding" "Rv2739c"
"2801" "Rv2740" 888365 "ephG" "NP_217256.1" "epoxide hydrolase" "NC_000962.3" 3053233 3053682 449 "+" "protein_coding" "Rv2740"
"2802" "Rv2741" 888339 "PE_PGRS47" "YP_177902.1" "PE-PGRS family protein PE_PGRS47" "NC_000962.3" 3053914 3055491 1577 "+" "protein_coding" "Rv2741"
"2803" "Rv2742c" 888332 "." "NP_217258.1" "hypothetical protein" "NC_000962.3" 3055515 3056348 833 "-" "protein_coding" "Rv2742c"
"2804" "Rv2743c" 887779 "." "NP_217259.1" "hypothetical protein" "NC_000962.3" 3056420 3057232 812 "-" "protein_coding" "Rv2743c"
"2805" "Rv2744c" 888304 "35kd_ag" "YP_177903.1" "hypothetical protein" "NC_000962.3" 3057251 3058063 812 "-" "protein_coding" "Rv2744c"
"2806" "Rv2745c" 888315 "clgR" "NP_217261.1" "transcriptional regulator ClgR" "NC_000962.3" 3058193 3058531 338 "-" "protein_coding" "Rv2745c"
"2807" "Rv2746c" 888375 "pgsA3" "NP_217262.1" "CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase" "NC_000962.3" 3058602 3059231 629 "-" "protein_coding" "Rv2746c"
"2808" "Rv2747" 888407 "argA" "NP_217263.1" "L-glutamate alpha-N-acetyltranferase" "NC_000962.3" 3059262 3059786 524 "+" "protein_coding" "Rv2747"
"2809" "Rv2748c" 888408 "ftsK" "NP_217264.1" "DNA translocase FtsK" "NC_000962.3" 3059855 3062506 2651 "-" "protein_coding" "Rv2748c"
"2810" "Rv2749" 888390 "." "NP_217265.1" "hypothetical protein" "NC_000962.3" 3062505 3062819 314 "+" "protein_coding" "Rv2749"
"2811" "Rv2750" 888384 "." "NP_217266.1" "dehydrogenase" "NC_000962.3" 3062816 3063634 818 "+" "protein_coding" "Rv2750"
"2812" "Rv2751" 887806 "." "NP_217267.1" "hypothetical protein" "NC_000962.3" 3063638 3064528 890 "+" "protein_coding" "Rv2751"
"2813" "Rv2752c" 887802 "." "NP_217268.1" "ribonuclease J" "NC_000962.3" 3064515 3066191 1676 "-" "protein_coding" "Rv2752c"
"2814" "Rv2753c" 888289 "dapA" "NP_217269.1" "4-hydroxy-tetrahydrodipicolinate synthase" "NC_000962.3" 3066222 3067124 902 "-" "protein_coding" "Rv2753c"
"2815" "Rv2754c" 887766 "thyX" "NP_217270.1" "thymidylate synthase ThyX" "NC_000962.3" 3067193 3067945 752 "-" "protein_coding" "Rv2754c"
"2816" "Rv2756c" 888278 "hsdM" "NP_217272.1" "type I restriction/modification system DNA methylase HsdM" "NC_000962.3" 3068461 3070083 1622 "-" "protein_coding" "Rv2756c"
